Quarter,Quarter Sort Val,College,Department,Major,NewFreshman-M,NewFreshman-F,NewFreshman-Total,Freshman-M,Freshman-F,Freshman-Total,Sophomore-M,Sophomore-F,Sophomore-Total,Junior-M,Junior-F,Junior-Total,Senior-M,Senior-F,Senior-Total,Special-M,Special-F,Special-Total,Total-M,Total-F,Total
wi15,151,SIXTH,MATH,Mth-SciCom,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1
wi15,151,SIXTH,MATH,Mth/ApldSc,0,0,0,0,0,0,2,0,2,2,0,2,0,0,0,0,0,0,4,0,4
wi15,151,SIXTH,MATH,Prob&Stats,0,0,0,5,1,6,3,4,7,3,2,5,1,0,1,0,0,0,12,7,19
wi15,151,SIXTH,MUS,Mu-CompArt,0,0,0,2,0,2,0,2,2,4,3,7,14,0,14,0,0,0,20,5,25
wi15,151,SIXTH,MUS,Music,0,0,0,0,0,0,2,0,2,1,0,1,2,2,4,0,0,0,5,2,7
wi15,151,SIXTH,MUS,Music Hum,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
wi15,151,SIXTH,NENG,NanoEng,0,0,0,2,0,2,16,0,16,10,5,15,24,4,28,0,0,0,52,9,61
wi15,151,SIXTH,PHIL,Philosophy,0,0,0,1,0,1,2,1,3,1,2,3,2,0,2,0,0,0,6,3,9
wi15,151,SIXTH,PHYS,Biophysics,0,0,0,0,1,1,0,0,0,1,1,2,0,0,0,0,0,0,1,2,3
wi15,151,SIXTH,PHYS,Gen Physcs,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,2
wi15,151,SIXTH,PHYS,GenPys/SEd,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
wi15,151,SIXTH,PHYS,Phy/ErthSc,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
wi15,151,SIXTH,PHYS,Phys/Astro,0,0,0,1,1,2,0,1,1,2,2,4,3,2,5,0,0,0,6,6,12
wi15,151,SIXTH,PHYS,Phys/Comp,0,0,0,1,0,1,2,0,2,1,0,1,1,0,1,0,0,0,5,0,5
wi15,151,SIXTH,PHYS,Phys/Mtrls,0,0,0,2,2,4,1,0,1,1,0,1,1,0,1,0,0,0,5,2,7
wi15,151,SIXTH,PHYS,Physics,0,0,0,5,2,7,10,0,10,6,0,6,7,0,7,0,0,0,28,2,30
wi15,151,SIXTH,POLI,Polit Sci,0,0,0,1,2,3,3,4,7,6,7,13,6,7,13,0,0,0,16,20,36
wi15,151,SIXTH,POLI,PolSc-Amer,0,0,0,0,1,1,0,1,1,1,1,2,1,1,2,0,0,0,2,4,6
wi15,151,SIXTH,POLI,PolSc-Intl,0,0,0,0,0,0,1,0,1,3,4,7,5,7,12,0,0,0,9,11,20
wi15,151,SIXTH,POLI,PolSc-PLaw,0,0,0,0,2,2,1,0,1,0,4,4,3,5,8,0,0,0,4,11,15
wi15,151,SIXTH,POLI,PolSc-PPol,0,0,0,0,0,0,0,1,1,2,0,2,1,1,2,0,0,0,3,2,5
wi15,151,SIXTH,POLI,PolSc-Thry,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,2
wi15,151,SIXTH,PSYC,Psychology,0,0,0,1,7,8,4,12,16,14,36,50,21,69,90,0,0,0,40,124,164
wi15,151,SIXTH,RELI,Relig/Stu,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
wi15,151,SIXTH,SE,Engin Sci,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
wi15,151,SIXTH,SE,Struct Eng,0,0,0,3,5,8,23,3,26,29,16,45,49,13,62,0,0,0,104,37,141
wi15,151,SIXTH,SIO,Earth Sci,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,0,1,2,3
wi15,151,SIXTH,SIO,Marine Bio,0,0,0,1,3,4,2,8,10,0,5,5,4,5,9,0,0,0,7,21,28
wi15,151,SIXTH,SOC,SocCulCom,0,0,0,0,0,0,0,1,1,0,1,1,0,2,2,0,0,0,0,4,4
wi15,151,SIXTH,SOC,SocEconSoc,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2
wi15,151,SIXTH,SOC,SocIntlStu,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
wi15,151,SIXTH,SOC,Sociology,0,0,0,0,2,2,3,1,4,2,7,9,3,7,10,0,0,0,8,17,25
wi15,151,SIXTH,SOC,SocLawSoc,0,0,0,0,0,0,1,0,1,0,0,0,1,4,5,0,0,0,2,4,6
wi15,151,SIXTH,SOC,SocSciMed,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
wi15,151,SIXTH,SOC,SocSolneq,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,4,4
wi15,151,SIXTH,THEA,Dance,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,2
wi15,151,SIXTH,THEA,Theatre,0,0,0,1,3,4,0,3,3,1,2,3,9,7,16,0,0,0,11,15,26
wi15,151,SIXTH,UNAF,UndecHumAr,0,0,0,1,1,2,2,2,4,0,0,0,0,0,0,0,0,0,3,3,6
wi15,151,SIXTH,UNAF,Undeclared,0,0,0,69,24,93,49,16,65,1,1,2,0,0,0,0,0,0,119,41,160
wi15,151,SIXTH,UNAF,UndecPhysS,0,0,0,5,3,8,2,4,6,0,0,0,0,0,0,0,0,0,7,7,14
wi15,151,SIXTH,UNAF,UndecSocSc,0,0,0,3,2,5,0,1,1,0,0,0,0,0,0,0,0,0,3,3,6
wi15,151,SIXTH,USP,Urb Stu&Pl,0,0,0,0,0,0,0,4,4,4,2,6,6,14,20,0,0,0,10,20,30
wi15,151,SIXTH,VIS,Art Hst/Cr,0,0,0,0,1,1,0,1,1,0,3,3,0,4,4,0,0,0,0,9,9
wi15,151,SIXTH,VIS,Media,0,0,0,6,2,8,7,7,14,16,15,31,14,18,32,0,0,0,43,42,85
wi15,151,SIXTH,VIS,Studio VA,0,0,0,0,2,2,1,2,3,4,6,10,1,13,14,0,0,0,6,23,29
wi15,151,SIXTH,VIS,VA-CompArt,0,0,0,3,4,7,3,12,15,8,12,20,2,6,8,0,0,0,16,34,50
wi15,151,WARREN,ANTH,Anth-Arch,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2,0,0,0,1,2,3
wi15,151,WARREN,ANTH,Anth-Biol,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2,0,0,0,1,2,3
wi15,151,WARREN,ANTH,Anth-Soci,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0,0,0,0,3,3
wi15,151,WARREN,BENG,Bioen:Binf,0,0,0,0,0,0,6,2,8,7,10,17,5,8,13,0,0,0,18,20,38
wi15,151,WARREN,BENG,Bioeng:PM,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
wi15,151,WARREN,BENG,BioengBioS,0,0,0,1,0,1,2,1,3,5,0,5,1,0,1,0,0,0,9,1,10
wi15,151,WARREN,BENG,BioengBiot,0,0,0,2,1,3,9,7,16,8,10,18,27,23,50,0,0,0,46,41,87
wi15,151,WARREN,BENG,Bioengin,0,0,0,0,0,0,10,4,14,8,4,12,20,15,35,0,0,0,38,23,61
wi15,151,WARREN,BIOL,Bioc/CellB,0,0,0,5,12,17,13,19,32,18,23,41,43,47,90,0,0,0,79,101,180
wi15,151,WARREN,BIOL,BiolBioinf,0,0,0,0,0,0,1,0,1,2,1,3,0,0,0,0,0,0,3,1,4
wi15,151,WARREN,BIOL,Ec/Beh/Evo,0,0,0,0,0,0,0,1,1,3,2,5,2,8,10,0,0,0,5,11,16
wi15,151,WARREN,BIOL,Genl Biol,0,0,0,3,3,6,4,8,12,6,18,24,28,42,70,0,0,0,41,71,112
wi15,151,WARREN,BIOL,Human Bio,0,0,0,5,9,14,10,20,30,24,34,58,40,47,87,0,0,0,79,110,189
wi15,151,WARREN,BIOL,Microbiol,0,0,0,0,1,1,3,1,4,1,3,4,3,4,7,0,0,0,7,9,16
wi15,151,WARREN,BIOL,Molec Biol,0,0,0,0,0,0,3,1,4,4,1,5,11,5,16,0,0,0,18,7,25
wi15,151,WARREN,BIOL,PhyslNeuro,0,0,0,2,5,7,5,8,13,14,18,32,25,19,44,0,0,0,46,50,96
wi15,151,WARREN,CENG,Chem Engin,0,0,0,0,0,0,16,10,26,35,11,46,68,39,107,0,0,0,119,60,179
wi15,151,WARREN,CGS,CritGendSt,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
wi15,151,WARREN,CHEM,Bioch/Chem,0,0,0,3,4,7,4,4,8,5,6,11,6,14,20,0,0,0,18,28,46
wi15,151,WARREN,CHEM,Bioinform,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1
wi15,151,WARREN,CHEM,Chemistry,0,0,0,3,2,5,0,2,2,1,6,7,3,8,11,0,0,0,7,18,25
wi15,151,WARREN,CHEM,Envir Chem,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,1,2,3
wi15,151,WARREN,CHEM,MolecSynth,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,2
wi15,151,WARREN,CHEM,Pharm Chem,0,0,0,0,1,1,1,5,6,3,5,8,7,19,26,0,0,0,11,30,41
wi15,151,WARREN,CHIN,Chinese St,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,2,2
wi15,151,WARREN,COGS,Cog Sci,0,0,0,0,2,2,2,2,4,2,6,8,3,4,7,0,0,0,7,14,21
wi15,151,WARREN,COGS,CogSc/ClAs,0,0,0,0,0,0,0,1,1,1,1,2,0,2,2,0,0,0,1,4,5
wi15,151,WARREN,COGS,CogSc/Comp,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1,0,0,0,3,1,4
wi15,151,WARREN,COGS,CogSc/HCI,0,0,0,0,0,0,3,1,4,1,5,6,7,4,11,0,0,0,11,10,21
wi15,151,WARREN,COGS,CogSc/HCog,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,1,2,3
wi15,151,WARREN,COGS,CogSc/Neur,0,0,0,0,2,2,0,1,1,0,5,5,4,15,19,0,0,0,4,23,27
wi15,151,WARREN,COMM,Communic,0,0,0,1,5,6,2,9,11,7,11,18,16,33,49,0,0,0,26,58,84
wi15,151,WARREN,CSE,Comp Sci,0,0,0,11,2,13,72,17,89,123,20,143,219,48,267,0,0,0,425,87,512
wi15,151,WARREN,CSE,CompEngCSE,0,0,0,3,2,5,25,4,29,30,5,35,60,5,65,0,0,0,118,16,134
wi15,151,WARREN,CSE,CompScBinf,0,0,0,1,0,1,3,3,6,5,1,6,5,6,11,0,0,0,14,10,24
wi15,151,WARREN,ECE,CompEngECE,0,0,0,3,0,3,27,3,30,27,4,31,16,0,16,0,0,0,73,7,80
wi15,151,WARREN,ECE,Electr Eng,0,0,0,11,0,11,32,11,43,68,13,81,113,17,130,0,0,0,224,41,265
wi15,151,WARREN,ECE,Engin Phys,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2,0,0,0,3,0,3
wi15,151,WARREN,ECE,Pr-EngPhys,0,0,0,0,0,0,3,0,3,0,0,0,1,0,1,0,0,0,4,0,4
wi15,151,WARREN,ECON,Ec-Mth&Ecn,0,0,0,1,1,2,6,2,8,7,2,9,7,0,7,0,0,0,21,5,26
wi15,151,WARREN,ECON,Econ-MgtSc,0,0,0,2,1,3,9,9,18,25,12,37,43,29,72,0,0,0,79,51,130
wi15,151,WARREN,ECON,Economics,0,0,0,6,6,12,15,9,24,55,21,76,71,40,111,0,0,0,147,76,223
wi15,151,WARREN,ESYS,EnvSys(EB),0,0,0,0,0,0,0,0,0,1,1,2,0,3,3,0,0,0,1,4,5
wi15,151,WARREN,ESYS,EnvSys(ES),0,0,0,0,0,0,0,1,1,0,0,0,1,1,2,0,0,0,1,2,3
wi15,151,WARREN,ETHN,Ethnic St,0,0,0,0,1,1,0,1,1,1,1,2,1,2,3,0,0,0,2,5,7
wi15,151,WARREN,FPMU,Public Hlt,0,0,0,0,2,2,3,2,5,1,6,7,3,9,12,0,0,0,7,19,26
wi15,151,WARREN,GLBH,Global Hlt,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3
wi15,151,WARREN,HDP,Human Dev,0,0,0,0,0,0,0,1,1,1,2,3,0,18,18,0,0,0,1,21,22
wi15,151,WARREN,HDP,Pr-HumnDev,0,0,0,0,1,1,0,1,1,0,3,3,1,0,1,0,0,0,1,5,6
wi15,151,WARREN,HIST,History,0,0,0,0,1,1,0,0,0,3,1,4,6,3,9,0,0,0,9,5,14
wi15,151,WARREN,INTL,IntSt-Anth,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
wi15,151,WARREN,INTL,IntSt-Econ,0,0,0,0,1,1,0,1,1,1,2,3,0,3,3,0,0,0,1,7,8
wi15,151,WARREN,INTL,IntSt-Hist,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
wi15,151,WARREN,INTL,IntSt-Ling,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,2,2
wi15,151,WARREN,INTL,IntSt-PolS,0,0,0,2,1,3,0,0,0,0,4,4,4,2,6,0,0,0,6,7,13
wi15,151,WARREN,INTL,IntSt-Soc,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,4,4
wi15,151,WARREN,JAPN,JapaneseSt,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
wi15,151,WARREN,JUDA,Judaic Stu,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
wi15,151,WARREN,LATI,LatinAm St,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
wi15,151,WARREN,LING,Lang Stu,0,0,0,0,0,0,1,1,2,0,1,1,0,0,0,0,0,0,1,2,3
wi15,151,WARREN,LING,Ling-CogLn,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,2
wi15,151,WARREN,LING,Ling-LSoc,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
wi15,151,WARREN,LING,Linguistcs,0,0,0,0,0,0,1,1,2,1,1,2,1,2,3,0,0,0,3,4,7
wi15,151,WARREN,LIT,Lit/Compos,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
wi15,151,WARREN,LIT,Lit/Engl,0,0,0,0,0,0,1,0,1,0,0,0,0,5,5,0,0,0,1,5,6
wi15,151,WARREN,LIT,Lit/Writng,0,0,0,0,1,1,1,1,2,0,3,3,6,8,14,0,0,0,7,13,20
wi15,151,WARREN,LIT,Spanish Lt,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,0,1,2,3
wi15,151,WARREN,MAE,Aerosp Eng,0,0,0,3,3,6,19,1,20,21,4,25,26,7,33,0,0,0,69,15,84
wi15,151,WARREN,MAE,Engin Sci,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,6,0,6
wi15,151,WARREN,MAE,Envir Eng,0,0,0,2,4,6,4,7,11,15,8,23,15,6,21,0,0,0,36,25,61
wi15,151,WARREN,MAE,Mech Engin,0,0,0,3,1,4,25,6,31,41,7,48,57,18,75,0,0,0,126,32,158
wi15,151,WARREN,MATH,Appld Math,0,0,0,8,2,10,3,4,7,5,4,9,10,11,21,0,0,0,26,21,47
wi15,151,WARREN,MATH,Math/SecEd,0,0,0,0,0,0,0,1,1,0,2,2,0,2,2,0,0,0,0,5,5
wi15,151,WARREN,MATH,Mathematcs,0,0,0,0,3,3,3,3,6,3,2,5,6,6,12,0,0,0,12,14,26
wi15,151,WARREN,MATH,Mth-CompSc,0,0,0,11,4,15,10,3,13,4,1,5,5,2,7,0,0,0,30,10,40
wi15,151,WARREN,MATH,Mth-Mth&Ec,0,0,0,1,3,4,3,10,13,6,5,11,8,8,16,0,0,0,18,26,44
wi15,151,WARREN,MATH,Mth-SciCom,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
wi15,151,WARREN,MATH,Mth/ApldSc,0,0,0,0,2,2,2,1,3,0,0,0,1,3,4,0,0,0,3,6,9
wi15,151,WARREN,MATH,Prob&Stats,0,0,0,1,1,2,3,1,4,3,6,9,1,1,2,0,0,0,8,9,17
wi15,151,WARREN,MUS,Mu-CompArt,0,0,0,1,0,1,0,0,0,1,0,1,5,0,5,0,0,0,7,0,7
wi15,151,WARREN,MUS,Music,0,0,0,0,0,0,1,0,1,1,0,1,1,1,2,0,0,0,3,1,4
wi15,151,WARREN,NENG,NanoEng,0,0,0,0,0,0,9,3,12,16,3,19,38,7,45,0,0,0,63,13,76
wi15,151,WARREN,PHIL,Philosophy,0,0,0,0,1,1,0,0,0,3,4,7,4,1,5,0,0,0,7,6,13
wi15,151,WARREN,PHYS,Biophysics,0,0,0,0,1,1,1,0,1,1,2,3,2,2,4,0,0,0,4,5,9
wi15,151,WARREN,PHYS,Phys/Astro,0,0,0,1,1,2,0,1,1,1,1,2,0,2,2,0,0,0,2,5,7
wi15,151,WARREN,PHYS,Phys/Comp,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,3,0,3
wi15,151,WARREN,PHYS,Phys/Mtrls,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,3,0,3
wi15,151,WARREN,PHYS,Physics,0,0,0,5,1,6,3,1,4,2,0,2,8,1,9,0,0,0,18,3,21
wi15,151,WARREN,POLI,Polit Sci,0,0,0,3,1,4,4,3,7,9,6,15,24,19,43,0,0,0,40,29,69
wi15,151,WARREN,POLI,PolSc-Amer,0,0,0,1,0,1,0,0,0,1,1,2,6,2,8,0,0,0,8,3,11
wi15,151,WARREN,POLI,PolSc-Comp,0,0,0,0,0,0,1,0,1,0,0,0,0,2,2,0,0,0,1,2,3
wi15,151,WARREN,POLI,PolSc-Intl,0,0,0,1,1,2,1,2,3,5,4,9,7,3,10,0,0,0,14,10,24
wi15,151,WARREN,POLI,PolSc-PLaw,0,0,0,1,5,6,0,2,2,3,5,8,3,3,6,0,0,0,7,15,22
wi15,151,WARREN,POLI,PolSc-PPol,0,0,0,0,0,0,1,0,1,1,1,2,4,0,4,0,0,0,6,1,7
wi15,151,WARREN,POLI,PolSc-Thry,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2,0,0,0,2,1,3
wi15,151,WARREN,PSYC,Psychology,0,0,0,2,2,4,5,10,15,7,21,28,29,55,84,0,0,0,43,88,131
wi15,151,WARREN,RELI,Relig/Stu,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,2
wi15,151,WARREN,RUSS,RusEE&EStd,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
wi15,151,WARREN,SE,Engin Sci,0,0,0,0,0,0,2,0,2,1,0,1,0,0,0,0,0,0,3,0,3
wi15,151,WARREN,SE,Struct Eng,0,0,0,3,3,6,19,10,29,35,13,48,76,25,101,0,0,0,133,51,184
wi15,151,WARREN,SIO,Earth Sci,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,0,1,2,3
wi15,151,WARREN,SIO,Marine Bio,0,0,0,0,2,2,0,1,1,0,0,0,1,4,5,0,0,0,1,7,8
wi15,151,WARREN,SOC,SocEconSoc,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
wi15,151,WARREN,SOC,Sociology,0,0,0,0,0,0,0,0,0,3,6,9,3,4,7,0,0,0,6,10,16
wi15,151,WARREN,SOC,SocLawSoc,0,0,0,0,1,1,0,0,0,2,2,4,3,5,8,0,0,0,5,8,13
wi15,151,WARREN,SOC,SocSolneq,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,0,0,0,0,3,3
wi15,151,WARREN,THEA,Dance,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2
wi15,151,WARREN,THEA,Theatre,0,0,0,1,0,1,1,0,1,1,1,2,1,2,3,0,0,0,4,3,7
wi15,151,WARREN,UNAF,IntcampVis,0,0,0,0,0,0,0,2,2,0,0,0,0,1,1,0,0,0,0,3,3
wi15,151,WARREN,UNAF,Limited St,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,2
wi15,151,WARREN,UNAF,Undeclared,0,0,0,42,14,56,29,8,37,1,0,1,0,0,0,0,0,0,72,22,94
wi15,151,WARREN,UNAF,UndecPhysS,0,0,0,5,2,7,2,1,3,0,0,0,0,0,0,0,0,0,7,3,10
wi15,151,WARREN,UNAF,UndecSocSc,0,0,0,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0,1,2,3
wi15,151,WARREN,USP,Urb Stu&Pl,0,0,0,0,0,0,1,0,1,0,2,2,2,1,3,0,0,0,3,3,6
wi15,151,WARREN,VIS,Media,0,0,0,1,0,1,0,0,0,3,2,5,4,4,8,0,0,0,8,6,14
wi15,151,WARREN,VIS,Studio VA,0,0,0,0,0,0,0,1,1,0,4,4,0,0,0,0,0,0,0,5,5
wi15,151,WARREN,VIS,VA-CompArt,0,0,0,0,0,0,0,0,0,0,2,2,1,1,2,0,0,0,1,3,4
wi12,121,MARSHALL,ANTH,Anth-Arch,0,0,0,0,1,1,1,0,1,1,2,3,2,1,3,0,0,0,4,4,8
wi12,121,MARSHALL,ANTH,Anth-Biol,0,0,0,0,2,2,0,2,2,5,3,8,2,4,6,0,0,0,7,11,18
wi12,121,MARSHALL,ANTH,Anth-Soci,0,0,0,0,1,1,0,2,2,0,3,3,1,6,7,0,0,0,1,12,13
wi12,121,MARSHALL,ANTH,Anthropol,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
wi12,121,MARSHALL,BENG,Bioen:Binf,0,0,0,2,0,2,2,0,2,2,3,5,3,2,5,0,0,0,9,5,14
wi12,121,MARSHALL,BENG,Bioeng:PM,0,0,0,0,0,0,0,0,0,0,1,1,8,4,12,0,0,0,8,5,13
wi12,121,MARSHALL,BENG,BioengBiot,0,0,0,0,0,0,0,3,3,3,3,6,20,10,30,0,0,0,23,16,39
wi12,121,MARSHALL,BENG,Bioengin,0,0,0,5,3,8,5,3,8,1,1,2,3,2,5,0,0,0,14,9,23
wi12,121,MARSHALL,BIOL,Bioc/CellB,0,0,0,3,5,8,9,10,19,6,22,28,43,42,85,0,0,0,61,79,140
wi12,121,MARSHALL,BIOL,BiolBioinf,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,2
wi12,121,MARSHALL,BIOL,Ec/Beh/Evo,0,0,0,0,0,0,1,1,2,1,2,3,5,8,13,0,0,0,7,11,18
wi12,121,MARSHALL,BIOL,Genl Biol,0,0,0,3,6,9,3,9,12,17,21,38,34,79,113,0,0,0,57,115,172
wi12,121,MARSHALL,BIOL,Human Bio,0,0,0,13,15,28,8,21,29,16,35,51,63,86,149,0,0,0,100,157,257
wi12,121,MARSHALL,BIOL,Microbiol,0,0,0,0,3,3,0,1,1,2,3,5,4,7,11,0,0,0,6,14,20
wi12,121,MARSHALL,BIOL,Molec Biol,0,0,0,0,2,2,0,1,1,1,1,2,4,6,10,0,0,0,5,10,15
wi12,121,MARSHALL,BIOL,PhyslNeuro,0,0,0,1,7,8,3,6,9,9,8,17,18,33,51,0,0,0,31,54,85
wi12,121,MARSHALL,CENG,Chem Engin,0,0,0,1,5,6,7,4,11,13,4,17,14,9,23,0,0,0,35,22,57
wi12,121,MARSHALL,CGS,CritGendSt,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
wi12,121,MARSHALL,CHEM,Bioch/Chem,0,0,0,2,5,7,7,8,15,19,29,48,19,27,46,0,0,0,47,69,116
wi12,121,MARSHALL,CHEM,Bioinform,0,0,0,0,1,1,1,0,1,1,1,2,0,0,0,0,0,0,2,2,4
wi12,121,MARSHALL,CHEM,Chem Phys,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2
wi12,121,MARSHALL,CHEM,Chemistry,0,0,0,1,2,3,2,3,5,9,6,15,9,8,17,0,0,0,21,19,40
wi12,121,MARSHALL,CHEM,Envir Chem,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2,0,0,0,2,1,3
wi12,121,MARSHALL,CHEM,Pharm Chem,0,0,0,2,3,5,2,6,8,7,16,23,13,15,28,0,0,0,24,40,64
wi12,121,MARSHALL,CHIN,Chinese St,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
wi12,121,MARSHALL,CLAS,Classic St,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1
wi12,121,MARSHALL,COGS,Cog Sci,0,0,0,0,6,6,3,3,6,4,12,16,7,5,12,0,0,0,14,26,40
wi12,121,MARSHALL,COGS,CogSc/ClAs,0,0,0,0,0,0,0,0,0,0,2,2,0,6,6,0,0,0,0,8,8
wi12,121,MARSHALL,COGS,CogSc/Comp,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,2
wi12,121,MARSHALL,COGS,CogSc/HCI,0,0,0,0,1,1,1,1,2,3,1,4,4,1,5,0,0,0,8,4,12
wi12,121,MARSHALL,COGS,CogSc/HCog,0,0,0,1,1,2,0,1,1,1,0,1,1,1,2,0,0,0,3,3,6
wi12,121,MARSHALL,COGS,CogSc/Neur,0,0,0,0,0,0,1,5,6,6,5,11,3,15,18,0,0,0,10,25,35
wi12,121,MARSHALL,COMM,Communic,0,0,0,0,7,7,4,12,16,13,51,64,28,83,111,0,0,0,45,153,198
wi12,121,MARSHALL,CSE,Comp Sci,0,0,0,10,1,11,14,2,16,27,11,38,48,12,60,0,0,0,99,26,125
wi12,121,MARSHALL,CSE,CompEngCSE,0,0,0,1,3,4,4,0,4,7,1,8,8,2,10,0,0,0,20,6,26
wi12,121,MARSHALL,CSE,CompScBinf,0,0,0,0,0,0,0,0,0,2,1,3,2,1,3,0,0,0,4,2,6
wi12,121,MARSHALL,ECE,CompEngECE,0,0,0,2,0,2,0,0,0,0,0,0,3,0,3,0,0,0,5,0,5
wi12,121,MARSHALL,ECE,Electr Eng,0,0,0,6,0,6,7,2,9,23,5,28,32,6,38,0,0,0,68,13,81
wi12,121,MARSHALL,ECE,EleEng&Soc,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
wi12,121,MARSHALL,ECE,Engin Phys,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
wi12,121,MARSHALL,ECON,Ec-Mth&Ecn,0,0,0,2,0,2,1,1,2,3,3,6,7,5,12,0,0,0,13,9,22
wi12,121,MARSHALL,ECON,Econ-MgtSc,0,0,0,7,5,12,13,15,28,35,18,53,62,55,117,0,0,0,117,93,210
wi12,121,MARSHALL,ECON,Economics,0,0,0,8,12,20,18,5,23,68,51,119,90,66,156,0,0,0,184,134,318
wi12,121,MARSHALL,ESYS,EnvSys(EB),0,0,0,1,0,1,0,2,2,6,10,16,4,8,12,0,0,0,11,20,31
wi12,121,MARSHALL,ESYS,EnvSys(EC),0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,2
wi12,121,MARSHALL,ESYS,EnvSys(EP),0,0,0,0,0,0,0,0,0,0,1,1,0,4,4,0,0,0,0,5,5
wi12,121,MARSHALL,ESYS,EnvSys(ES),0,0,0,0,0,0,0,1,1,1,2,3,5,0,5,0,0,0,6,3,9
